id,subloc,param
mrz,,elev
mrz,upper,ec
mrz,lower,ec
mal,upper,ec
mal,lower,ec
msd2,,ec
ppt,,ec
nsl2,,ec
msl,,ec
bdl,,ec
hun,,ec
flt,,ec
vol,,ec
tea,,ec
ibs,,ec
snc,,ec
srh,,ec
gzm,,ec
gzb,,ec
ryc,,ec
hon,,ec
cse,,ec
ssi,,ec
srh,,ec
sjr,,ec
frk,,ec
twi,,ec
hsl,,ec
god,,ec
gzl,,ec
bts,,ec
frk,,temp
frk,,wind_speed
frk,,wind_dir
mal,upper,turbidity
mal,lower,turbidity
bdl,temp
